id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
37873CA0090038,UnitedHealthcare,Core PPO Gold DH9S /P60S,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $9,150 / Out-of-Network: $18,300","In-Network: $18,300 / Out-of-Network: $36,600",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,57510,1000,2000,2000,4000,9150,18300,18300,36600,20,50,300,600,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
37873CA0090059,UnitedHealthcare,Core PPO Gold DH9U /L40S,gold,PPO,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 50% after deductible,57510,1500,3000,3000,6000,9450,18900,18900,37800,30,50,300,600,$10,50% after deductible,[10.0],[],0,False,[],[50.0],0,True
37873CA0000127-13,UnitedHealthcare,Core PPO Gold DIKA /K90L,gold,PPO,"In-Network: $350 / Out-of-Network: $1,400","In-Network: $700 / Out-of-Network: $2,800","In-Network: $7,800 / Out-of-Network: $12,800","In-Network: $15,600 / Out-of-Network: $25,600",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,57510,350,1400,700,2800,7800,12800,15600,25600,20,50,0,0,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
37873CA0090070,UnitedHealthcare,Core PPO HDHP Bronze DH97 /L45S,bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $16,000","In-Network: $16,000 / Out-of-Network: $32,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,57510,6000,12000,12000,24000,8000,16000,16000,32000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0090063,UnitedHealthcare,Core PPO HDHP Silver DH9Y /L46S,silver,PPO,"In-Network: $2,800 / Out-of-Network: $5,600","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $8,000 / Out-of-Network: $16,000","In-Network: $16,000 / Out-of-Network: $32,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,57510,2800,5600,3200,6400,8000,16000,16000,32000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0090066,UnitedHealthcare,Core PPO Platinum DH93 /P56S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,57510,250,1000,500,2000,3800,7600,7600,15200,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090060,UnitedHealthcare,Core PPO Platinum DH9V /P56S,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,57510,0,1000,0,2000,3800,7600,7600,15200,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090061,UnitedHealthcare,Core PPO Platinum DH9W /P56S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,57510,250,1000,500,2000,3800,7600,7600,15200,20,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090064,UnitedHealthcare,Core PPO Platinum DH9Z /P57S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,350 / Out-of-Network: $8,700","In-Network: $8,700 / Out-of-Network: $17,400",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $5 / Out-of-Network: 50% after deductible,57510,250,1000,500,2000,4350,8700,8700,17400,20,50,0,0,$5,50% after deductible,[5.0],[],0,False,[],[50.0],0,True
37873CA0000128-13,UnitedHealthcare,Core PPO Platinum DIKB /K89L,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,57510,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090068,UnitedHealthcare,Core PPO Silver DH95 /L41S,silver,PPO,"In-Network: $1,950 / Out-of-Network: $3,900","In-Network: $3,900 / Out-of-Network: $7,800","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,57510,1950,3900,3900,7800,9450,18900,18900,37800,40,50,350,700,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
37873CA0090069,UnitedHealthcare,Core PPO Silver DH96 /L41S,silver,PPO,"In-Network: $2,450 / Out-of-Network: $4,900","In-Network: $4,900 / Out-of-Network: $9,800","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,57510,2450,4900,4900,9800,9450,18900,18900,37800,40,50,350,700,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
37873CA0000126-13,UnitedHealthcare,Core PPO Silver DIJ9 /N53L,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,57510,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27330CA0130007,Kaiser Permanente,Gold 80 PPO 350/25+ Child Dental,gold,PPO,"In-Network: $350 / Out-of-Network: $1,000","In-Network: $700 / Out-of-Network: $2,000","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 20% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 40% after deductible,34442,350,1000,700,2000,7800,15600,15600,31200,20,40,0,0,$25,40% after deductible,[25.0],[],0,False,[],[40.0],0,True
70285CA8160003,BlueShield of California,Gold Full PPO 0/35 OffEx,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 30% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 40% after deductible,63374,0,1000,0,2000,8500,17000,17000,34000,30,40,0,0,$35,40% after deductible,[35.0],[],0,False,[],[40.0],0,True
70285CA8160066,BlueShield of California,Gold Full PPO 0/35 OffEx INF,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 30% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 40% after deductible,63374,0,1000,0,2000,8500,17000,17000,34000,30,40,0,0,$35,40% after deductible,[35.0],[],0,False,[],[40.0],0,True
70285CA8160006,BlueShield of California,Gold Full PPO 1000/35 OffEx,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $8,150 / Out-of-Network: $16,300","In-Network: $16,300 / Out-of-Network: $32,600",In-Network: 20% / Out-of-Network: 40%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 40% after deductible,63374,1000,2000,2000,4000,8150,16300,16300,32600,20,40,300,600,$35,40% after deductible,[35.0],[],0,False,[],[40.0],0,True
70285CA8160069,BlueShield of California,Gold Full PPO 1000/35 OffEx INF,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $8,150 / Out-of-Network: $16,300","In-Network: $16,300 / Out-of-Network: $32,600",In-Network: 20% / Out-of-Network: 40%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 40% after deductible,63374,1000,2000,2000,4000,8150,16300,16300,32600,20,40,300,600,$35,40% after deductible,[35.0],[],0,False,[],[40.0],0,True
70285CA8160004,BlueShield of California,Gold Full PPO 500/30 OffEx,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 20% / Out-of-Network: 40%,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 40% after deductible,63374,500,1000,1000,2000,8500,17000,17000,34000,20,40,100,200,$30,40% after deductible,[30.0],[],0,False,[],[40.0],0,True
70285CA8160067,BlueShield of California,Gold Full PPO 500/30 OffEx INF,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 20% / Out-of-Network: 40%,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 40% after deductible,63374,500,1000,1000,2000,8500,17000,17000,34000,20,40,100,200,$30,40% after deductible,[30.0],[],0,False,[],[40.0],0,True
70285CA8160005,BlueShield of California,Gold Full PPO 750/30 OffEx,gold,PPO,"In-Network: $750 / Out-of-Network: $1,500","In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $8,150 / Out-of-Network: $16,300","In-Network: $16,300 / Out-of-Network: $32,600",In-Network: 20% / Out-of-Network: 40%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 40% after deductible,63374,750,1500,1500,3000,8150,16300,16300,32600,20,40,250,500,$30,40% after deductible,[30.0],[],0,False,[],[40.0],0,True
70285CA8160068,BlueShield of California,Gold Full PPO 750/30 OffEx INF,gold,PPO,"In-Network: $750 / Out-of-Network: $1,500","In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $8,150 / Out-of-Network: $16,300","In-Network: $16,300 / Out-of-Network: $32,600",In-Network: 20% / Out-of-Network: 40%,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 40% after deductible,63374,750,1500,1500,3000,8150,16300,16300,32600,20,40,250,500,$30,40% after deductible,[30.0],[],0,False,[],[40.0],0,True
70285CA8160742,BlueShield of California,Gold Full PPO Savings 1750/15% HDHP PrevRx OffEx,gold,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 15% / Out-of-Network: 40%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: 40% after deductible,63374,1750,3500,3500,7000,4000,8000,8000,16000,15,40,0,0,15% after deductible,40% after deductible,[],[15.0],0,True,[],[40.0],0,True
70285CA8160744,BlueShield of California,Gold Full PPO Savings 1750/15% HDHP PrevRx OffEx INF,gold,PPO,"In-Network: $1,750 / Out-of-Network: $3,500","In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 15% / Out-of-Network: 40%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: 40% after deductible,63374,1750,3500,3500,7000,4000,8000,8000,16000,15,40,0,0,15% after deductible,40% after deductible,[],[15.0],0,True,[],[40.0],0,True
67138CA0730544,Health Net,Gold HDHP PPO 1600/20%,gold,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 20% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 20% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,4000,8000,8000,16000,20,50,0,0,20% after deductible,50% after deductible,[],[20.0],0,True,[],[50.0],0,True
67138CA0730544-33,Health Net,Gold HDHP PPO 1600/20% + Chiropractic,gold,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 20% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 20% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,4000,8000,8000,16000,20,50,0,0,20% after deductible,50% after deductible,[],[20.0],0,True,[],[50.0],0,True
67138CA0730563,Health Net,Gold HDHP PPO 1600/20% INF,gold,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 20% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 20% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,4000,8000,8000,16000,20,50,0,0,20% after deductible,50% after deductible,[],[20.0],0,True,[],[50.0],0,True
67138CA0730563-33,Health Net,Gold HDHP PPO 1600/20% INF + Chiropractic,gold,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,000 / Out-of-Network: $16,000",In-Network: 20% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 20% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,4000,8000,8000,16000,20,50,0,0,20% after deductible,50% after deductible,[],[20.0],0,True,[],[50.0],0,True
67138CA0730050,Health Net,Gold PPO 0/35,gold,PPO,"In-Network: $0 / Out-of-Network: $2,000","In-Network: $0 / Out-of-Network: $4,000","In-Network: $8,300 / Out-of-Network: $16,600","In-Network: $16,600 / Out-of-Network: $33,200",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,67879,0,2000,0,4000,8300,16600,16600,33200,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
67138CA0730050-33,Health Net,Gold PPO 0/35 + Chiropractic,gold,PPO,"In-Network: $0 / Out-of-Network: $2,000","In-Network: $0 / Out-of-Network: $4,000","In-Network: $8,300 / Out-of-Network: $16,600","In-Network: $16,600 / Out-of-Network: $33,200",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,67879,0,2000,0,4000,8300,16600,16600,33200,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
67138CA0730316,Health Net,Gold PPO 0/35 INF,gold,PPO,"In-Network: $0 / Out-of-Network: $2,000","In-Network: $0 / Out-of-Network: $4,000","In-Network: $8,300 / Out-of-Network: $16,600","In-Network: $16,600 / Out-of-Network: $33,200",In-Network: 30% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,67879,0,2000,0,4000,8300,16600,16600,33200,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
67138CA0730316-33,Health Net,Gold PPO 0/35 INF + Chiropractic,gold,PPO,"In-Network: $0 / Out-of-Network: $2,000","In-Network: $0 / Out-of-Network: $4,000","In-Network: $8,300 / Out-of-Network: $16,600","In-Network: $16,600 / Out-of-Network: $33,200",In-Network: 30% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,67879,0,2000,0,4000,8300,16600,16600,33200,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
67138CA0730069,Health Net,Gold PPO 1000/35,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,67879,1000,2000,2000,4000,7800,15600,15600,31200,30,50,250,500,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
