id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
67138CA0000004-77,CalChoice,Health Net WholeCare Gold HMO B,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,False,0,0,7500,15000,40,0,0,$40,[40.0],[],0,False,False
67138CA0000006-77,CalChoice,Health Net WholeCare Gold HMO C,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0000007-77,CalChoice,Health Net WholeCare Platinum HMO C,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
67138CA0000013-77,CalChoice,Health Net WholeCare Platinum HMO F,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,300 / Out-of-Network: Not Covered","In-Network: $6,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,False,0,0,3300,6600,0,0,0,$0,[0.0],[],0,False,False
67138CA0000002-77,CalChoice,Health Net WholeCare Silver HMO A,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,False,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
40513CA0400065,CoveredCA,Kaiser Permanente Bronze 60 HDHP HMO 7050/0% + Child Dental,expanded_bronze,HMO,"In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered","In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: Not Covered,False,7050,14100,7050,14100,0,0,0,$0 after deductible,[0.0],[],0,True,False
40513CA0400066,CoveredCA,Kaiser Permanente Bronze 60 HDHP HMO 7050/0% + Child Dental INF,expanded_bronze,HMO,"In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered","In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: Not Covered,False,7050,14100,7050,14100,0,0,0,$0 after deductible,[0.0],[],0,True,False
40513CA0400067,CoveredCA,Kaiser Permanente Bronze 60 HMO 5400/60 + Child Dental Alt,expanded_bronze,HMO,"In-Network: $5,400 / Out-of-Network: Not Covered","In-Network: $10,800 / Out-of-Network: Not Covered","In-Network: $8,600 / Out-of-Network: Not Covered","In-Network: $17,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,5400,10800,8600,17200,50,0,0,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0400068,CoveredCA,Kaiser Permanente Bronze 60 HMO 5400/60 + Child Dental Alt INF,expanded_bronze,HMO,"In-Network: $5,400 / Out-of-Network: Not Covered","In-Network: $10,800 / Out-of-Network: Not Covered","In-Network: $8,600 / Out-of-Network: Not Covered","In-Network: $17,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,5400,10800,8600,17200,50,0,0,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0400063,CoveredCA,Kaiser Permanente Bronze 60 HMO 6300/60 + Child Dental,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0400064,CoveredCA,Kaiser Permanente Bronze 60 HMO 6300/60 + Child Dental INF,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0000001-77,CalChoice,Kaiser Permanente Full Bronze HMO A,expanded_bronze,HMO,"In-Network: $6,300 / Out-of-Network: Not Covered","In-Network: $12,600 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,False,6300,12600,9100,18200,40,500,1000,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0000004-77,CalChoice,Kaiser Permanente Full Bronze HMO B,expanded_bronze,HMO,"In-Network: $5,400 / Out-of-Network: Not Covered","In-Network: $10,800 / Out-of-Network: Not Covered","In-Network: $8,600 / Out-of-Network: Not Covered","In-Network: $17,200 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $60 then $60 after deductible / Out-of-Network: Not Covered,True,5400,10800,8600,17200,50,0,0,first 3 visit(s) $60 then $60 after deductible,"[60.0, 60.0]",[],3,True,False
40513CA0000008-77,CalChoice,Kaiser Permanente Full Bronze HMO C,expanded_bronze,HMO,"In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered","In-Network: $7,050 / Out-of-Network: Not Covered","In-Network: $14,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: Not Covered,False,7050,14100,7050,14100,0,0,0,$0 after deductible,[0.0],[],0,True,False
40513CA0000006-77,CalChoice,Kaiser Permanente Full Gold HMO B,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
40513CA0000010-77,CalChoice,Kaiser Permanente Full Gold HMO C,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,700 / Out-of-Network: Not Covered","In-Network: $15,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7700,15400,0,0,0,$35,[35.0],[],0,False,False
40513CA0000012-77,CalChoice,Kaiser Permanente Full Gold HMO D,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,True,1000,2000,7800,15600,0,250,500,$40,[40.0],[],0,False,False
40513CA0000014-77,CalChoice,Kaiser Permanente Full Gold HMO E,gold,HMO,"In-Network: $1,750 / Out-of-Network: Not Covered","In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,400 / Out-of-Network: Not Covered",In-Network: 15% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: Not Covered,False,1750,3500,3700,7400,15,0,0,15% after deductible,[],[15.0],0,True,False
40513CA0000003-77,CalChoice,Kaiser Permanente Full Platinum HMO A,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $6,000 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: Not Covered,True,0,0,3000,6000,0,0,0,$10,[10.0],[],0,False,False
40513CA0000007-77,CalChoice,Kaiser Permanente Full Platinum HMO B,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
40513CA0000015-77,CalChoice,Kaiser Permanente Full Platinum HMO C,platinum,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $6,000 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,250,500,3000,6000,0,0,0,$30,[30.0],[],0,False,False
40513CA0000002-77,CalChoice,Kaiser Permanente Full Silver HMO A,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: $65 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,45,500,1000,$65,[65.0],[],0,False,False
40513CA0000005-77,CalChoice,Kaiser Permanente Full Silver HMO B,silver,HMO,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,1900,3800,8750,17500,45,0,0,$65,[65.0],[],0,False,False
40513CA0000009-77,CalChoice,Kaiser Permanente Full Silver HMO C,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
40513CA0000011-77,CalChoice,Kaiser Permanente Full Silver HMO D,silver,HMO,"In-Network: $2,850 / Out-of-Network: Not Covered","In-Network: $5,700 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 25% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 25% after deductible / Out-of-Network: Not Covered,False,2850,5700,7500,15000,25,0,0,25% after deductible,[],[25.0],0,True,False
40513CA0000013-77,CalChoice,Kaiser Permanente Full Silver HMO E,silver,HMO,"In-Network: $2,950 / Out-of-Network: Not Covered","In-Network: $5,900 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,2950,5900,9100,18200,45,0,0,$65,[65.0],[],0,False,False
40513CA0400041,CoveredCA,Kaiser Permanente Gold 80 HDHP HMO 1750/15% + Child Dental Alt,gold,HMO,"In-Network: $1,750 / Out-of-Network: Not Covered","In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,400 / Out-of-Network: Not Covered",In-Network: 15% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: Not Covered,False,1750,3500,3700,7400,15,0,0,15% after deductible,[],[15.0],0,True,False
40513CA0400042,CoveredCA,Kaiser Permanente Gold 80 HDHP HMO 1750/15% + Child Dental Alt INF,gold,HMO,"In-Network: $1,750 / Out-of-Network: Not Covered","In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,400 / Out-of-Network: Not Covered",In-Network: 15% / Out-of-Network: Not Applicable,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: Not Covered,False,1750,3500,3700,7400,15,0,0,15% after deductible,[],[15.0],0,True,False
40513CA0400047,CoveredCA,Kaiser Permanente Gold 80 HMO 0/35 + Child Dental Alt,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,700 / Out-of-Network: Not Covered","In-Network: $15,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7700,15400,0,0,0,$35,[35.0],[],0,False,False
40513CA0400048,CoveredCA,Kaiser Permanente Gold 80 HMO 0/35 + Child Dental Alt INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,700 / Out-of-Network: Not Covered","In-Network: $15,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7700,15400,0,0,0,$35,[35.0],[],0,False,False
40513CA0400051,CoveredCA,Kaiser Permanente Gold 80 HMO 1000/40 + Child Dental Alt,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,True,1000,2000,7800,15600,0,250,500,$40,[40.0],[],0,False,False
40513CA0400052,CoveredCA,Kaiser Permanente Gold 80 HMO 1000/40 + Child Dental Alt INF,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,True,1000,2000,7800,15600,0,250,500,$40,[40.0],[],0,False,False
